gene_a,gene_b,source,target,merged_sign,sign_conflict,direction_conflict,supporting_layers,n_supporting_layers,layer_evidence_type,tier,citation
FLT4,PECAM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,NRP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,NRP2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,VEGFA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FMR1,PABPC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FMR1,LSM14A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,GAB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,NTRK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,PTPN11,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,GAB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,NRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,RAP1A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FRS2,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,KITLG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,INSR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,RAP1A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,PRKACA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,VEGFA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,JAK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,GAB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,MAP2K1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,NTRK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB1,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,IL2RB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,IL2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,KIT,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,MAP2K1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,LCK,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,PTPN11,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,TRAF6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,IL2RG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,RAP1A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,IKBKG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,NRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,JAK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,IL2RA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAB2,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,RTEL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,PINX1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,POT1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,TERF2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,TERF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,TERF2IP,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,WDR36,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,RRP9,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,RUVBL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,NHP2L1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,SHQ1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,NOP56,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GAR1,NOP58,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLE2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,ORC6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,GINS2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLE4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,PCNA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLE3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,PRIM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,PRIM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM10,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,POLE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,WDHD1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,GINS4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM7,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS1,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,POLE2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCMBP,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,PRIM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,PRIM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,POLE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,POLA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,POLA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM10,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM7,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,GINS4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,WDHD1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS2,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,POLE2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,ORC3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,POLA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,RECQL4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,PRIM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,PRIM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,POLA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,POLE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM10,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,WDHD1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GINS4,MCM7,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNAS,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNAS,MC4R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNAS,GNB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,SMO,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,SLC9A3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PRKACA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,LCK,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PTPN11,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,HLA-DRB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,NRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PRKAR1A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,HLA-DRA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GNB1,PLCB3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GP1BA,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GP1BA,H2AFX,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GP1BA,KMT2A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GP1BA,YWHAZ,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GPHN,MTOR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GPR29,IL23R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GPR29,JAK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GPR29,IL17A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,IL2RB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,IL2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,KITLG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,NTRK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,INSR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,IRS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,PSEN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
GRB2,PDCD1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
